"","GN","filter_all_group","route_djev_1_1","route_djev_1_2","route_djev_2_1","route_djev_2_2","route_djev_3_1","route_djev_3_2","skill_avi","skill_ski","skill_avi_3l","skill_ski_3l","skill_avi_numeric","skill_ski_numeric","soc_6_1","soc_6_2","soc_6_3","soc_6_4","soc_6_3_reversed_NEW","soc_6_4_reversed_NEW","soc_6_5","soc_6_6","soc_total","g_dynamics","g_trust_1","g_confidence_1","age","bc_years_4","bc_days","birthy","sex","area_days","No","filter_full_group","Num","RecordedDate","goal_11_TEXT","GOAL_0","GOAL_A","GOAL_B","GOAL_C","GOAL_D","GOAL_E","GOAL_F","StartDate","EndDate","Status","Progress","Duration__in_seconds_","group_nr","Finished","Day","Day_coded","n_people","firstime","Version","gear","g_leader","g_leader_you","goal_12","goal_1","goal_2","goal_3","goal_4","goal_5","goal_6","goal_7","goal_8","goal_9","goal_10","goal_11","goal_11_presence","goal_num","forecast","ates","mountain_1","mountain_2","mountain_3","route_skit_1_1","route_skit_1_2","route_skit_2_1","route_skit_2_2","route_skit_3_1","route_skit_3_2","route_skit_4_1","route_skit_4_2","n_trips_skit","n_trips_dje","TotalTotal","route_stor_1_2","route_stor_2_1","route_stor_2_2","route_stor_3_1","route_stor_3_2","route_stor_4_1","route_stor_4_2","route_stor_5_1","route_stor_5_2","route_stor_6_1","route_stor_6_2","n_trips_stor","aviprob_exp_10","aviprob_exp_1","aviprob_exp_2","aviprob_exp_3","aviprob_exp_4","aviprob_exp_5","aviprob_exp_6","aviprob_exp_7","aviprob_exp_8","aviprob_exp_9","factor_plan_99","factor_plan_1","factor_plan_2","factor_plan_3","factor_plan_4","factor_plan_5","factor_plan_6","factor_plan_7","factor_plan_8","factor_plan_9","factor_plan_10","factor_plan_11","factor_plan_12","factor_plan_13","factor_plan_14","factor_plan_15","factor_plan_16","factor_plan_17","factor_plan_18","factor_plan_19","factor_plan_20","factor_plan_21","factor_plan_22","factor_freq_dic","factor_freq_1","factor_freq_2","factor_freq_3","factor_freq_4","factor_freq_5","factor_freq_6","factor_freq_7","factor_freq_8","factor_freq_9","factor_freq_10","factor_freq_11","factor_freq_12","factor_freq_13","factor_freq_14","factor_freq_15","factor_freq_16","factor_freq_17","factor_freq_18","factor_freq_19","factor_freq_20","factor_freq_21","factor_freq_22","factor_freq_23","dp_dic","s_t_g_dm_1","s_t_g_dm_2","s_t_g_dm_3","mapphoto","multi_mountains","dpoint_map_skit_1_x","dpoint_map_skit_1_y","dpoint_photo_skit_1_x","dpoint_photo_skit_1_y","dpoint_map_djev_1_x","dpoint_map_djev_1_y","dpoint_photo_djev_1_x","dpoint_photo_djev_1_y","dpoint_map_stor_1_x","dpoint_map_stor_1_y","dpoint_photo_stor_1_x","dpoint_photo_stor_1_y","decision","aviprob_dm_99","aviprob_dm_98","aviprob_dm_9","aviprob_dm_1","aviprob_dm_2","aviprob_dm_3","aviprob_dm_4","aviprob_dm_5","aviprob_dm_6","aviprob_dm_7","factor_detail_4","factor_detail_5","factor_detail_6","factor_detail_7","factor_detail_8","factor_detail_9","factor_detail_10","factor_detail_11","factor_detail_12","factor_detail_13","factor_detail_14","factor_detail_15","factor_detail_16","factor_detail_17","factor_detail_18","factor_detail_19","factor_detail_20","factor_detail_21","factor_detail_22","factor_detail_23","factor_detail_24","factor_detail_25","factor_detail_26","social_identification","social_leadership","social_organization","social_communication","social_anomaly","social_skill","social_totality","group_social_mean","social_binary","aviprob_exp_number","aviprob_dm_number","factor_detail_number","skier_number","group_number_size","skier_correct_number","skier_incorrect_number","skier_identified_number","skier_possible_number","number_gold_prob","number_gold_non_prob"
"66","C1",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Strongly agree","Strongly agree","Strongly agree","Agree",NA,NA,"Strongly agree","Strongly agree",23,"Extremely positive","5","7",21,"5","25_duplicated_324","2001","Male","This is the first day",8,1,8,13867677109,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867646152,13867647398,"Offline",100,1245,"                                        ","True","March 26th",1,"2","Yes",1,"Yes",NA,NA,"0","0","0","Specific run","Social focus","Skiing focus (finding the best possible skiing)","Nice view","Focus on nature experience","0","Workout","0","0",NA,6,"Yes","2 - Challenging","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","Ascent","Descent","-99","-99","-99","-99",NA,"0","0","0","New snow (loose)","0","Wind-drifted snow","0","0","0","0","0","0","0","0","Amount of new snow","Wind loading","0","0","0","0","0","0","0","0","Informal tests (e.g., ski cuts, cornice stomping, hand shear)","0","0","0","Hardness difference between layers","0","0","0","0","Yes",NA,NA,NA,NA,"Continuous","Targeted areas",NA,NA,NA,NA,NA,NA,NA,NA,"Continuous",NA,NA,NA,"Continuous",NA,NA,NA,NA,"Yes","Snow factors","0","0","I prefer to use a map",NA,NA,NA,NA,NA,NA,NA,NA,NA,316,374,NA,NA,"To refrain from ascending and descending the slope","0","0","0","New snow (loose)","0","Wind-drifted snow","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,35,28.5,"low",2,2,0,2,"small",2,0,2,0,2,2
"67","C1",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Strongly disagree","Strongly disagree","Disagree","Agree",NA,NA,"Agree","Agree",16,"Extremely positive","4","6",23,"17","25_duplicated_324","1999","Male","More than two weeks",22,1,22,13867680639,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867646148,13867647548,"Offline",100,1399,"                                        ","True","March 26th",1,"2","Yes",1,"Yes",NA,NA,"0","0","0","Specific run","0","0","0","0","0","0","0","0",NA,1,"Yes","1 - Simple","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","Ascent","Descent","-99","-99","-99","-99",NA,"0","0","0","New snow (loose)","0","Wind-drifted snow","0","0","0","0","0","0","0","0","Amount of new snow","Wind loading","Wind speed","0","0","0","0","Wind formations","0","0","0","Slab hardness","0","0","Hardness difference between layers","Weak layer thickness","0","Test score from stability test(s)","0","Yes",NA,NA,NA,NA,"Continuous","Specific aspect","A handful of times",NA,NA,NA,NA,"A handful of times",NA,NA,NA,"Continuous",NA,NA,"Continuous","Continuous",NA,"At relevant decision point",NA,"Yes","Snow factors","Terrain factors","Group management factors","I prefer to use a map",NA,NA,NA,NA,NA,NA,NA,NA,NA,314,373,NA,NA,"To descend the slope","0","0","0","New snow (loose)","0","Wind-drifted snow","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,5,3,5,22,28.5,"low",2,2,0,2,"small",2,0,2,0,2,2
"68","C13",1,"Ascent","Descent","-99","-99","-99","-99","3. Basic skills","4. Moderate to advanced skills",2,2,3,4,"Strongly disagree","Strongly disagree","Strongly disagree","Disagree",NA,NA,"Strongly disagree","Strongly disagree",13,"Extremely positive","5","5",27,"-99","10_duplicated_309","1995","Male","Up to two weeks",71,1,71,13867759248,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867743374,13867743799,"Offline",100,424,"                                        ","True","March 27th",2,"3","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","0","0","0","0","0","0","0","0",NA,1,"Yes","2 - Challenging","2","Djeveltanna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","No distinct avalanche problem","0","0","0","0","0","0","0","0","0","0","0","0","Wind loading","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","0","Terrain factors","0","I prefer to use a map",NA,NA,NA,NA,NA,225,161,NA,NA,NA,NA,NA,NA,"To ascend the slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,13,24,"low",1,0,0,3,"large",0,0,0,0,2,2
"69","C13",1,"Ascent","Descent","-99","-99","-99","-99","4. Moderate to advanced skills","6. Expert skills",2,3,4,6,"Agree","Agree","Agree","Disagree",NA,NA,"Agree","Strongly agree",23,"-99","5","7",27,"-99","80","1995","Male","More than two weeks",78,1,78,13867759317,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867742613,13867743984,"Offline",100,1371,"                                        ","True","March 27th",2,"3","Yes",1,"Yes",NA,NA,"0","0","Specific peak","Specific run","0","0","0","0","0","0","0","0",NA,2,"Yes","2 - Challenging","2","Djeveltanna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","New snow (loose)","New snow (slab)","Wind-drifted snow","0","0","0","0","0","Avalanche activity","Wumpf(s) and/or Crack(s)","0","Amount of new snow","0","0","0","0","0","0","Wind formations","0","0","0","0","0","0","0","0","0","0","Hardness of underlying snow","Yes",NA,"Targeted areas","-99",NA,"-99",NA,NA,NA,NA,NA,NA,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-99","Yes","0","0","Group management factors","I prefer to use a map",NA,NA,NA,NA,NA,202,234,NA,NA,NA,NA,NA,NA,"To descend the slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,5,3,29,24,"low",3,0,0,3,"large",0,0,0,0,2,2
"70","C13",1,"Ascent","Descent","-99","-99","-99","-99","3. Basic skills","4. Moderate to advanced skills",2,2,3,4,"Strongly agree","Strongly agree","Strongly agree","Don't know",NA,NA,"Strongly agree","Strongly agree",21,"Extremely positive","5","7",27,"4","14","1995","Male","More than two weeks",95,1,95,13867759624,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867743300,13867744049,"Offline",100,749,"                                        ","True","March 27th",2,"3","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","Social focus","Skiing focus (finding the best possible skiing)","Nice view","Focus on nature experience","0","Workout","0","0",NA,6,"Yes","2 - Challenging","2","Djeveltanna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","Wind-drifted snow","0","0","0","0","I don't know","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Snow factors","Terrain factors","0","I prefer to use a map",NA,NA,NA,NA,NA,226,243,NA,NA,NA,NA,NA,NA,"To refrain from ascending and descending the slope","0","0","0","0","0","Wind-drifted snow","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,NA,30,24,"low",1,1,0,3,"large",1,0,1,0,2,2
"71","C14",1,"Ascent","Descent","-99","-99","-99","-99","3. Basic skills","4. Moderate to advanced skills",2,2,3,4,"Strongly agree","Strongly agree","Neither agree nor disagree","Disagree",4,5,"Strongly agree","Strongly agree",27,"Somewhat positive","4","6",27,"-99","12","1995","Female","Up to two weeks",84,1,84,13867759357,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867742439,13867744219,"Offline",100,1779,"                                        ","True","March 27th",2,"2","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","0","0","Nice view","Focus on nature experience","0","Workout","0","0",NA,4,"Yes","1 - Simple","2","Djeveltanna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","New snow (loose)","New snow (slab)","0","0","0","0","0","0","0","0","0","0","0","Wind speed","0","0","0","0","0","Ski penetration","How snow feels when moving on skis","0","0","0","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,4,3,31,29.5,"high",2,0,0,2,"small",0,0,0,0,2,2
"72","C14",1,"Ascent","Descent","-99","-99","-99","-99","3. Basic skills","5. Advanced skills",2,3,3,5,"Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree",4,4,"Disagree","Agree",22,"Somewhat positive","4","6",27,"-99","15_duplicated_314","1995","Male","2-4 days",103,1,103,13867759656,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867742175,13867744283,"Offline",100,2107,"                                        ","True","March 27th",2,"2","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","Social focus","Skiing focus (finding the best possible skiing)","Nice view","Focus on nature experience","0","Workout","0","0",NA,6,"Yes","2 - Challenging","2","Djeveltanna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","New snow (loose)","0","Wind-drifted snow","0","0","0","0","0","Avalanche activity","0","Drum-like-sounds","Amount of new snow","Wind loading","Wind speed","0","0","0","Solar radiation","Wind formations","0","0","0","0","0","0","Hardness difference between layers","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","0","Terrain factors","0","I prefer to use a map",NA,NA,NA,NA,NA,598,613,NA,NA,NA,NA,NA,NA,"To refrain from ascending and descending the slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,5,4,4,28,29.5,"high",2,0,0,2,"small",0,0,0,0,2,2
"73","C17",1,NA,NA,NA,NA,NA,NA,"3. Basic skills","4. Moderate to advanced skills",2,2,3,4,"Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree",NA,NA,"Strongly agree","Strongly agree",24,"Extremely positive","4","6",23,"5","20","1999","Male","2-4 days",85,1,85,13867759358,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867744587,13867745403,"Offline",100,816,"                                        ","True","March 27th",2,"2","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","Social focus","Skiing focus (finding the best possible skiing)","Nice view","Focus on nature experience","0","0","0","0",NA,5,"Yes","1 - Simple","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","Descent","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"0","0","0","New snow (loose)","0","Wind-drifted snow","Persistent weak layer","0","0","0","0","Avalanche activity","0","0","Amount of new snow","Wind loading","0","0","Temp. trend","Temp. last 24h or 72h","0","0","0","How snow feels when moving on skis","Informal tests (e.g., ski cuts, cornice stomping, hand shear)","0","0","0","Hardness difference between layers","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,4,34,31.5,"high",3,0,0,2,"small",0,0,0,0,2,2
"74","C17",1,NA,NA,NA,NA,NA,NA,"3. Basic skills","4. Moderate to advanced skills",2,2,3,4,"Strongly agree","Strongly agree","Strongly disagree","Disagree",NA,NA,"Strongly agree","Strongly agree",29,"Extremely positive","5","5",25,"-99","15_duplicated_314","1997","Male","2-4 days",96,1,96,13867759625,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867744056,13867745637,"Offline",100,1581,"                                        ","True","March 27th",2,"2","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","0","0","0","0","0","0","0","0",NA,1,"Yes","1 - Simple","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","Descent","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"0","0","0","0","0","Wind-drifted snow","0","0","0","0","0","Avalanche activity","Wumpf(s) and/or Crack(s)","0","0","0","Wind speed","0","0","0","Solar radiation","Wind formations","0","0","0","0","Weak layer dist. from surface","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Snow factors","0","0","I prefer to use a map",NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,NA,"-99","0","0","0","0","0","Wind-drifted snow","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,2,3,29,31.5,"high",1,1,0,2,"small",1,0,1,0,2,2
"75","C18",1,NA,NA,NA,NA,NA,NA,"5. Advanced skills","5. Advanced skills",3,3,5,5,"Agree","Strongly agree","Disagree","Disagree",5,5,"Agree","Strongly agree",26,"Somewhat positive","5","7",27,"-99","30_duplicated_329","1995","Male","More than two weeks",97,1,97,13867759626,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867746311,13867747326,"Offline",100,1014,"                                        ","True","March 27th",2,"2","Yes",1,"Yes",NA,NA,"0","0","0","Specific run","0","0","0","0","0","0","0","0",NA,1,"Yes","3 - Complex","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","0","-99","-99","-99","-99","0","Descent","-99","-99","-99","-99",NA,"0","0","0","0","New snow (slab)","Wind-drifted snow","0","0","0","0","0","Avalanche activity","Wumpf(s) and/or Crack(s)","Drum-like-sounds","Amount of new snow","Wind loading","Wind speed","0","0","0","Solar radiation","0","0","0","Informal tests (e.g., ski cuts, cornice stomping, hand shear)","Slab hardness","0","0","0","0","0","0","0","Yes",NA,"Continuous","Continuous","Continuous","Continuous","Continuous","Continuous",NA,NA,NA,"Continuous",NA,NA,NA,"Targeted areas","Continuous",NA,NA,NA,NA,NA,NA,NA,"Yes","Snow factors","Terrain factors","Group management factors","I prefer to use a map",NA,NA,NA,NA,NA,NA,NA,NA,NA,281,339,NA,NA,"To descend the slope","0","0","0","0","0","Wind-drifted snow","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,3,3,28,28.5,"low",2,1,0,2,"small",1,0,1,0,2,2
"76","C18",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","5. Advanced skills",2,3,4,5,"Strongly agree","Strongly agree","Strongly disagree","Disagree",NA,NA,"Strongly agree","Strongly agree",29,"Extremely positive","5","7",28,"5","30_duplicated_329","1994","Male","More than two weeks",105,1,105,13867759658,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867745444,13867747031,"Offline",100,1587,"                                        ","True","March 27th",2,"2","Yes",1,"Yes",NA,NA,"0","0","0","Specific run","0","0","0","0","0","Workout","0","0",NA,2,"No","2 - Challenging","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","0","-99","-99","-99","-99","0","Descent","-99","-99","-99","-99",NA,"0","0","0","0","0","Wind-drifted snow","0","0","0","0","0","0","0","0","0","Wind loading","Wind speed","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,2,3,29,28.5,"low",1,0,0,2,"small",0,0,0,0,2,2
"77","C19",1,"Ascent","Descent","-99","-99","-99","-99","3. Basic skills","3. Basic skills",2,2,3,3,"Disagree","Strongly agree","Neither agree nor disagree","Strongly disagree",NA,NA,"Agree","Neither agree nor disagree",22,"Somewhat positive","5","7",36,"8","25_duplicated_324","1986","Female","This is the first day",80,1,80,13867759320,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867746033,13867748124,"Offline",100,2091,"                                        ","True","March 27th",2,"3","Yes",1,"Yes, and avalanche backpack",NA,NA,"0","0","Specific peak","0","0","Skiing focus (finding the best possible skiing)","0","0","0","0","0","0",NA,2,"Yes","3 - Complex","2","Djeveltanna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","New snow (slab)","Wind-drifted snow","Persistent weak layer","0","0","0","0","Avalanche activity","Wumpf(s) and/or Crack(s)","0","Amount of new snow","Wind loading","Wind speed","0","0","0","0","0","0","How snow feels when moving on skis","0","0","0","0","0","0","0","0","0","Yes",NA,"Continuous","Continuous",NA,"Specific elevation","Specific aspect","Specific aspect",NA,NA,NA,NA,NA,NA,"Continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","0","Terrain factors","0","I prefer to use a map",NA,NA,NA,NA,NA,232,222,NA,NA,NA,NA,NA,NA,"To ascend the slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,4,4,2,24,29,"low",3,0,0,3,"large",0,0,0,0,2,2
"78","C19",1,"Ascent","Descent","-99","-99","-99","-99","4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Agree","Agree","Agree","Agree",NA,NA,"Agree","Agree",20,"Somewhat positive","5","7",134,"-99","40","1888","Male","More than two weeks",90,1,90,13867759549,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867747245,13867748348,"Offline",100,1103,"                                        ","True","March 27th",2,"3","Yes",1,"Yes, and avalanche backpack",NA,NA,"0","0","0","0","Social focus","Skiing focus (finding the best possible skiing)","Nice view","0","0","Workout","0","0",NA,4,"Yes","1 - Simple","2","Djeveltanna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","New snow (loose)","0","0","0","0","0","0","0","0","0","0","Amount of new snow","0","Wind speed","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hardness of underlying snow","Yes",NA,NA,NA,NA,"Targeted areas",NA,"Targeted areas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Targeted areas","Yes","Snow factors","Terrain factors","0","I prefer to use a map",NA,NA,NA,NA,NA,363,417,NA,NA,NA,NA,NA,NA,"To ascend and descend the slope","0","0","0","New snow (loose)","0","Wind-drifted snow","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,30,29,"low",1,2,0,3,"large",2,0,2,0,2,2
